timestamp,operation,key,latency_ms,status_code,version,stale_read,time_since_last_write_ms
2026-04-05T22:49:52.531046-07:00,read,key-3,27.52,404,0,false,0.00
2026-04-05T22:49:52.531048-07:00,read,key-7,28.17,404,0,false,0.00
2026-04-05T22:49:52.558592-07:00,read,key-2,2.30,404,0,false,0.00
2026-04-05T22:49:52.559238-07:00,read,key-4,2.13,404,0,false,0.00
2026-04-05T22:49:52.530979-07:00,read,key-4,43.35,404,0,false,0.00
2026-04-05T22:49:52.531007-07:00,read,key-7,43.31,404,0,false,0.00
2026-04-05T22:49:52.574378-07:00,read,key-4,1.45,404,0,false,0.00
2026-04-05T22:49:52.574353-07:00,read,key-0,1.48,404,0,false,0.00
2026-04-05T22:49:52.53098-07:00,read,key-9,44.99,404,0,false,0.00
2026-04-05T22:49:52.560929-07:00,read,key-7,15.40,404,0,false,0.00
2026-04-05T22:49:52.53103-07:00,read,key-9,45.34,404,0,false,0.00
2026-04-05T22:49:52.576038-07:00,read,key-8,1.06,404,0,false,0.00
2026-04-05T22:49:52.575837-07:00,read,key-4,1.34,404,0,false,0.00
2026-04-05T22:49:52.57585-07:00,read,key-5,1.66,404,0,false,0.00
2026-04-05T22:49:52.576337-07:00,read,key-0,1.35,404,0,false,0.00
2026-04-05T22:49:52.577121-07:00,read,key-8,1.23,404,0,false,0.00
2026-04-05T22:49:52.577187-07:00,read,key-9,1.27,404,0,false,0.00
2026-04-05T22:49:52.577518-07:00,read,key-8,0.95,404,0,false,0.00
2026-04-05T22:49:52.577698-07:00,read,key-0,1.07,404,0,false,0.00
2026-04-05T22:49:52.57847-07:00,read,key-8,0.86,404,0,false,0.00
2026-04-05T22:49:52.578477-07:00,read,key-0,0.99,404,0,false,0.00
2026-04-05T22:49:52.579344-07:00,read,key-1,0.73,404,0,false,0.00
2026-04-05T22:49:52.578781-07:00,read,key-4,121.03,404,0,false,0.00
2026-04-05T22:49:52.576379-07:00,read,key-7,123.47,404,0,false,0.00
2026-04-05T22:49:52.530993-07:00,read,key-6,168.86,404,0,false,0.00
