timestamp,operation,key,latency_ms,status_code,version,stale_read,time_since_last_write_ms
2026-04-05T22:23:57.853872-07:00,read,key-5,22.16,404,0,false,0.00
2026-04-05T22:23:57.853921-07:00,read,key-1,22.08,404,0,false,0.00
2026-04-05T22:23:57.853849-07:00,read,key-6,22.33,404,0,false,0.00
2026-04-05T22:23:57.85384-07:00,read,key-7,22.37,404,0,false,0.00
2026-04-05T22:23:57.853875-07:00,read,key-4,22.35,404,0,false,0.00
2026-04-05T22:23:57.853873-07:00,read,key-5,22.42,404,0,false,0.00
2026-04-05T22:23:57.853838-07:00,read,key-2,23.03,404,0,false,0.00
2026-04-05T22:23:57.853877-07:00,read,key-8,23.00,404,0,false,0.00
2026-04-05T22:23:57.85384-07:00,read,key-4,23.04,404,0,false,0.00
2026-04-05T22:23:57.853841-07:00,read,key-8,23.05,404,0,false,0.00
2026-04-05T22:23:57.87621-07:00,read,key-4,2.19,404,0,false,0.00
2026-04-05T22:23:57.876894-07:00,read,key-1,1.68,404,0,false,0.00
2026-04-05T22:23:57.876066-07:00,read,key-5,2.71,404,0,false,0.00
2026-04-05T22:23:57.876315-07:00,read,key-1,2.44,404,0,false,0.00
2026-04-05T22:23:57.876315-07:00,read,key-4,2.51,404,0,false,0.00
2026-04-05T22:23:57.876895-07:00,read,key-9,1.94,404,0,false,0.00
2026-04-05T22:23:57.876895-07:00,read,key-5,2.19,404,0,false,0.00
2026-04-05T22:23:57.876904-07:00,read,key-2,2.23,404,0,false,0.00
2026-04-05T22:23:57.876236-07:00,read,key-5,3.35,404,0,false,0.00
2026-04-05T22:23:57.876194-07:00,read,key-6,3.40,404,0,false,0.00
2026-04-05T22:23:57.878432-07:00,read,key-4,2.15,404,0,false,0.00
2026-04-05T22:23:57.87879-07:00,read,key-5,1.80,404,0,false,0.00
2026-04-05T22:23:57.878595-07:00,read,key-7,2.02,404,0,false,0.00
2026-04-05T22:23:57.87883-07:00,read,key-6,1.87,404,0,false,0.00
2026-04-05T22:23:57.8788-07:00,read,key-8,2.26,404,0,false,0.00
2026-04-05T22:23:57.879615-07:00,read,key-9,1.46,404,0,false,0.00
2026-04-05T22:23:57.879597-07:00,read,key-5,1.48,404,0,false,0.00
2026-04-05T22:23:57.878846-07:00,read,key-1,2.26,404,0,false,0.00
2026-04-05T22:23:57.881113-07:00,read,key-3,1.41,404,0,false,0.00
2026-04-05T22:23:57.880627-07:00,read,key-8,2.38,404,0,false,0.00
2026-04-05T22:23:57.880601-07:00,read,key-8,2.46,404,0,false,0.00
2026-04-05T22:23:57.879091-07:00,read,key-5,3.98,404,0,false,0.00
2026-04-05T22:23:57.879141-07:00,read,key-2,3.96,404,0,false,0.00
2026-04-05T22:23:57.880601-07:00,read,key-2,2.51,404,0,false,0.00
2026-04-05T22:23:57.88109-07:00,read,key-1,2.06,404,0,false,0.00
2026-04-05T22:23:57.881068-07:00,read,key-9,2.08,404,0,false,0.00
2026-04-05T22:23:57.881088-07:00,read,key-8,2.09,404,0,false,0.00
2026-04-05T22:23:57.883082-07:00,read,key-1,2.24,404,0,false,0.00
2026-04-05T22:23:57.88303-07:00,read,key-8,2.29,404,0,false,0.00
2026-04-05T22:23:57.883158-07:00,read,key-8,2.24,404,0,false,0.00
2026-04-05T22:23:57.882547-07:00,read,key-4,2.84,404,0,false,0.00
2026-04-05T22:23:57.883159-07:00,read,key-3,2.33,404,0,false,0.00
2026-04-05T22:23:57.883193-07:00,read,key-3,2.31,404,0,false,0.00
2026-04-05T22:23:57.883078-07:00,read,key-2,2.44,404,0,false,0.00
2026-04-05T22:23:57.883119-07:00,read,key-2,2.40,404,0,false,0.00
2026-04-05T22:23:57.883109-07:00,read,key-0,2.41,404,0,false,0.00
2026-04-05T22:23:57.885411-07:00,read,key-4,1.93,404,0,false,0.00
2026-04-05T22:23:57.885495-07:00,read,key-3,1.90,404,0,false,0.00
2026-04-05T22:23:57.885526-07:00,read,key-7,1.91,404,0,false,0.00
2026-04-05T22:23:57.88553-07:00,read,key-8,1.99,404,0,false,0.00
2026-04-05T22:23:57.885515-07:00,read,key-6,2.02,404,0,false,0.00
2026-04-05T22:23:57.885344-07:00,read,key-8,2.26,404,0,false,0.00
2026-04-05T22:23:57.885483-07:00,read,key-8,2.23,404,0,false,0.00
2026-04-05T22:23:57.885379-07:00,read,key-8,2.36,404,0,false,0.00
2026-04-05T22:23:57.885526-07:00,read,key-4,1.99,404,0,false,0.00
2026-04-05T22:23:57.887728-07:00,read,key-3,1.82,404,0,false,0.00
2026-04-05T22:23:57.887575-07:00,read,key-6,1.99,404,0,false,0.00
2026-04-05T22:23:57.887404-07:00,read,key-9,2.42,404,0,false,0.00
2026-04-05T22:23:57.887533-07:00,read,key-8,2.71,404,0,false,0.00
2026-04-05T22:23:57.887749-07:00,read,key-4,2.54,404,0,false,0.00
2026-04-05T22:23:57.887609-07:00,read,key-6,2.71,404,0,false,0.00
2026-04-05T22:23:57.887771-07:00,read,key-0,2.56,404,0,false,0.00
2026-04-05T22:23:57.887379-07:00,read,key-4,2.97,404,0,false,0.00
2026-04-05T22:23:57.887506-07:00,read,key-2,2.85,404,0,false,0.00
2026-04-05T22:23:57.889554-07:00,read,key-2,1.51,404,0,false,0.00
2026-04-05T22:23:57.889587-07:00,read,key-0,1.52,404,0,false,0.00
2026-04-05T22:23:57.889826-07:00,read,key-1,1.74,404,0,false,0.00
2026-04-05T22:23:57.890365-07:00,read,key-6,3.68,404,0,false,0.00
2026-04-05T22:23:57.890352-07:00,read,key-8,3.77,404,0,false,0.00
2026-04-05T22:23:57.890339-07:00,read,key-0,3.78,404,0,false,0.00
2026-04-05T22:23:57.890302-07:00,read,key-4,4.51,404,0,false,0.00
2026-04-05T22:23:57.890321-07:00,read,key-5,4.60,404,0,false,0.00
2026-04-05T22:23:57.890254-07:00,read,key-2,6.49,404,0,false,0.00
2026-04-05T22:23:57.89107-07:00,read,key-1,5.74,404,0,false,0.00
2026-04-05T22:23:57.891116-07:00,read,key-0,5.67,200,1,false,0.00
2026-04-05T22:23:57.894924-07:00,read,key-3,3.07,404,0,false,0.00
2026-04-05T22:23:57.894142-07:00,read,key-1,3.91,404,0,false,0.00
2026-04-05T22:23:57.89484-07:00,read,key-7,3.22,404,0,false,0.00
2026-04-05T22:23:57.894056-07:00,read,key-7,4.02,404,0,false,0.00
2026-04-05T22:23:57.891569-07:00,read,key-8,6.51,404,0,false,0.00
2026-04-05T22:23:57.894141-07:00,read,key-6,3.95,404,0,false,0.00
2026-04-05T22:23:57.896817-07:00,read,key-5,2.62,404,0,false,0.00
2026-04-05T22:23:57.896766-07:00,read,key-9,2.75,404,0,false,0.00
2026-04-05T22:23:57.896857-07:00,read,key-6,2.69,404,0,false,0.00
2026-04-05T22:23:57.898069-07:00,read,key-6,2.87,404,0,false,0.00
2026-04-05T22:23:57.898055-07:00,read,key-3,2.90,404,0,false,0.00
2026-04-05T22:23:57.898099-07:00,read,key-2,2.86,404,0,false,0.00
2026-04-05T22:23:57.898085-07:00,read,key-6,3.04,404,0,false,0.00
2026-04-05T22:23:57.898085-07:00,read,key-2,3.04,404,0,false,0.00
2026-04-05T22:23:57.898002-07:00,read,key-1,3.11,404,0,false,0.00
2026-04-05T22:23:57.899446-07:00,read,key-5,2.10,404,0,false,0.00
2026-04-05T22:23:57.899538-07:00,read,key-3,2.61,404,0,false,0.00
2026-04-05T22:23:57.899555-07:00,read,key-3,2.88,404,0,false,0.00
2026-04-05T22:23:57.901142-07:00,read,key-7,2.10,404,0,false,0.00
2026-04-05T22:23:57.900982-07:00,read,key-5,2.29,404,0,false,0.00
2026-04-05T22:23:57.901132-07:00,read,key-6,2.52,404,0,false,0.00
