timestamp,operation,key,latency_ms,status_code,version,stale_read,time_since_last_write_ms
2026-04-05T23:36:43.580609-07:00,write,key-2,813.53,201,83,false,0.00
2026-04-05T23:36:43.580582-07:00,write,key-1,813.51,201,75,false,0.00
2026-04-05T23:36:43.580724-07:00,write,key-2,813.50,201,80,false,0.00
2026-04-05T23:36:43.580651-07:00,write,key-2,813.44,201,82,false,0.00
2026-04-05T23:36:43.58071-07:00,write,key-2,813.49,201,81,false,0.00
2026-04-05T23:36:43.580563-07:00,write,key-6,813.97,201,99,false,0.00
2026-04-05T23:36:43.580585-07:00,write,key-2,814.09,201,84,false,0.00
2026-04-05T23:36:43.580561-07:00,write,key-3,814.54,201,101,false,0.00
2026-04-05T23:36:43.580709-07:00,write,key-9,814.42,201,87,false,0.00
2026-04-05T23:36:43.580632-07:00,write,key-3,814.63,201,102,false,0.00
2026-04-05T23:36:44.3943-07:00,read,key-2,5.49,200,84,false,5.13
2026-04-05T23:36:44.395176-07:00,write,key-4,814.42,201,81,false,0.00
2026-04-05T23:36:44.395153-07:00,write,key-0,814.47,201,77,false,0.00
2026-04-05T23:36:44.394726-07:00,write,key-8,814.93,201,78,false,0.00
2026-04-05T23:36:44.39431-07:00,write,key-6,815.31,201,100,false,0.00
2026-04-05T23:36:44.394284-07:00,write,key-0,815.61,201,76,false,0.00
2026-04-05T23:36:44.39986-07:00,write,key-1,810.07,201,76,false,0.00
2026-04-05T23:36:44.394344-07:00,write,key-8,815.72,201,77,false,0.00
2026-04-05T23:36:44.395747-07:00,write,key-8,814.43,201,79,false,0.00
2026-04-05T23:36:44.394687-07:00,write,key-4,815.65,201,80,false,0.00
2026-04-05T23:36:44.394711-07:00,write,key-2,814.91,201,85,false,0.00
2026-04-05T23:36:45.210207-07:00,write,key-0,805.23,201,78,false,0.00
2026-04-05T23:36:45.209956-07:00,write,key-4,805.55,201,82,false,0.00
2026-04-05T23:36:45.21008-07:00,write,key-6,805.44,201,101,false,0.00
2026-04-05T23:36:45.209668-07:00,write,key-5,805.81,201,101,false,0.00
2026-04-05T23:36:45.209696-07:00,write,key-4,805.88,201,83,false,0.00
2026-04-05T23:36:45.209932-07:00,write,key-7,805.67,201,89,false,0.00
2026-04-05T23:36:45.20975-07:00,write,key-2,805.83,201,86,false,0.00
2026-04-05T23:36:45.210354-07:00,write,key-3,807.51,201,103,false,0.00
2026-04-05T23:36:45.21123-07:00,write,key-9,806.65,201,88,false,0.00
2026-04-05T23:36:45.209692-07:00,write,key-6,806.59,201,102,false,0.00
2026-04-05T23:36:46.015585-07:00,read,key-6,56.72,200,102,false,54.42
2026-04-05T23:36:46.017898-07:00,write,key-1,807.79,201,78,false,0.00
2026-04-05T23:36:46.015638-07:00,write,key-2,810.05,201,87,false,0.00
2026-04-05T23:36:46.015533-07:00,write,key-1,810.57,201,77,false,0.00
2026-04-05T23:36:46.017921-07:00,write,key-8,808.36,201,82,false,0.00
2026-04-05T23:36:46.015616-07:00,write,key-5,810.91,201,102,false,0.00
2026-04-05T23:36:46.015545-07:00,write,key-9,811.01,201,89,false,0.00
2026-04-05T23:36:46.015554-07:00,write,key-8,811.04,201,80,false,0.00
2026-04-05T23:36:46.017917-07:00,write,key-8,808.99,201,81,false,0.00
2026-04-05T23:36:46.015548-07:00,write,key-9,811.36,201,90,false,0.00
2026-04-05T23:36:46.072338-07:00,write,key-0,823.01,201,79,false,0.00
2026-04-05T23:36:46.895383-07:00,read,key-9,0.77,200,90,false,69.24
2026-04-05T23:36:46.826137-07:00,write,key-0,814.33,201,81,false,0.00
2026-04-05T23:36:46.825746-07:00,write,key-4,814.73,201,84,false,0.00
2026-04-05T23:36:46.826549-07:00,write,key-6,813.94,201,103,false,0.00
2026-04-05T23:36:46.8266-07:00,write,key-1,813.86,201,80,false,0.00
2026-04-05T23:36:46.826923-07:00,write,key-1,813.61,201,79,false,0.00
2026-04-05T23:36:46.826568-07:00,write,key-6,813.90,201,104,false,0.00
2026-04-05T23:36:46.826298-07:00,write,key-8,814.25,201,83,false,0.00
2026-04-05T23:36:46.82693-07:00,write,key-0,813.64,201,80,false,0.00
2026-04-05T23:36:46.825731-07:00,write,key-5,814.73,201,103,false,0.00
2026-04-05T23:36:47.640577-07:00,read,key-2,4.59,200,87,false,819.44
2026-04-05T23:36:46.896181-07:00,write,key-6,816.38,201,105,false,0.00
2026-04-05T23:36:47.712597-07:00,read,key-9,1.73,200,90,false,887.41
2026-04-05T23:36:47.645188-07:00,write,key-3,807.33,201,105,false,0.00
2026-04-05T23:36:47.640486-07:00,write,key-8,812.07,201,84,false,0.00
2026-04-05T23:36:47.640559-07:00,write,key-3,811.96,201,104,false,0.00
2026-04-05T23:36:47.640546-07:00,write,key-9,811.98,201,91,false,0.00
2026-04-05T23:36:47.640504-07:00,write,key-1,812.35,201,81,false,0.00
2026-04-05T23:36:47.640539-07:00,write,key-6,812.33,201,107,false,0.00
2026-04-05T23:36:47.640531-07:00,write,key-6,812.85,201,106,false,0.00
2026-04-05T23:36:47.64058-07:00,write,key-0,813.77,201,82,false,0.00
2026-04-05T23:36:47.640502-07:00,write,key-8,812.02,201,85,false,0.00
2026-04-05T23:36:48.452868-07:00,read,key-4,3.39,200,84,false,815.77
2026-04-05T23:36:47.714343-07:00,write,key-1,805.68,201,82,false,0.00
2026-04-05T23:36:48.452581-07:00,write,key-4,809.46,201,85,false,0.00
2026-04-05T23:36:48.452618-07:00,write,key-2,809.42,201,88,false,0.00
2026-04-05T23:36:48.454437-07:00,write,key-5,807.01,201,104,false,0.00
2026-04-05T23:36:48.452929-07:00,write,key-8,809.14,201,86,false,0.00
2026-04-05T23:36:48.452923-07:00,write,key-3,809.11,201,106,false,0.00
2026-04-05T23:36:48.452881-07:00,write,key-2,809.17,201,89,false,0.00
2026-04-05T23:36:48.453431-07:00,write,key-4,808.68,201,86,false,0.00
2026-04-05T23:36:48.456177-07:00,write,key-7,805.96,201,90,false,0.00
2026-04-05T23:36:48.456276-07:00,write,key-5,805.76,201,105,false,0.00
2026-04-05T23:36:48.520087-07:00,write,key-9,809.92,201,92,false,0.00
2026-04-05T23:36:49.330058-07:00,read,key-7,0.50,200,90,false,68.42
2026-04-05T23:36:49.262124-07:00,write,key-7,811.01,201,91,false,0.00
2026-04-05T23:36:49.262151-07:00,write,key-1,811.00,201,83,false,0.00
2026-04-05T23:36:49.262094-07:00,write,key-2,811.04,201,90,false,0.00
2026-04-05T23:36:49.262198-07:00,write,key-9,810.98,201,93,false,0.00
